gene,genotype,experiment,value,measure
ptenb,control,expt2,13.0,mean_droplet_area
ptenb,control,expt2,495.8625,mean_droplet_area
ptenb,control,expt2,39.0,mean_droplet_area
ptenb,control,expt2,775.3214286,mean_droplet_area
ptenb,control,expt2,1448.315789,mean_droplet_area
ptenb,control,expt2,1919.671937,mean_droplet_area
ptenb,control,expt2,1030.493506,mean_droplet_area
ptenb,control,expt2,1471.372671,mean_droplet_area
ptenb,control,expt2,1698.356877,mean_droplet_area
ptenb,control,expt2,1465.126582,mean_droplet_area
ptenb,control,expt2,1468.189744,mean_droplet_area
ptenb,control,expt2,1666.789474,mean_droplet_area
ptenb,mutant,expt1,1471.762136,mean_droplet_area
ptenb,mutant,expt1,1034.916084,mean_droplet_area
ptenb,mutant,expt1,648.850875,mean_droplet_area
ptenb,mutant,expt1,213.1388824,mean_droplet_area
ptenb,mutant,expt1,192.072,mean_droplet_area
ptenb,mutant,expt1,1845.893167,mean_droplet_area
ptenb,mutant,expt1,1259.689655,mean_droplet_area
ptenb,mutant,expt1,1486.937269,mean_droplet_area
ptenb,mutant,expt1,3878.484557,mean_droplet_area
ptenb,mutant,expt1,832.5698812,mean_droplet_area
ptenb,mutant,expt1,1151.76368,mean_droplet_area
ptenb,mutant,expt1,1669.043103,mean_droplet_area
ptenb,mutant,expt1,1079.185039,mean_droplet_area
ptenb,mutant,expt1,790.5212121,mean_droplet_area
ptenb,mutant,expt2,1402.45977,mean_droplet_area
ptenb,mutant,expt2,990.2264151,mean_droplet_area
ptenb,mutant,expt2,643.02,mean_droplet_area
ptenb,mutant,expt2,1586.549072,mean_droplet_area
ptenb,mutant,expt2,2613.15625,mean_droplet_area
ptenb,mutant,expt2,1449.463768,mean_droplet_area
ptenb,mutant,expt2,1441.512077,mean_droplet_area
ptenb,mutant,expt2,934.7575758,mean_droplet_area
ptenb,mutant,expt2,1251.439614,mean_droplet_area
ptenb,mutant,expt2,1276.35514,mean_droplet_area
ptenb,mutant,expt2,868.5179283,mean_droplet_area
ptprdb,control,expt1,697.6096667,mean_droplet_area
ptprdb,control,expt1,731.1992,mean_droplet_area
ptprdb,control,expt1,1435.263358,mean_droplet_area
ptprdb,control,expt1,2310.934729,mean_droplet_area
ptprdb,control,expt1,2619.285286,mean_droplet_area
ptprdb,control,expt1,1966.099672,mean_droplet_area
ptprdb,control,expt1,971.88075,mean_droplet_area
ptprdb,control,expt1,2520.337292,mean_droplet_area
ptprdb,control,expt1,2347.250414,mean_droplet_area
ptprdb,control,expt1,2069.157413,mean_droplet_area
ptprdb,control,expt1,412.6550833,mean_droplet_area
ptprdb,control,expt1,4342.506077,mean_droplet_area
ptprdb,control,expt1,547.1221667,mean_droplet_area
ptprdb,control,expt1,709.7216667,mean_droplet_area
ptprdb,control,expt1,523.3892353,mean_droplet_area
ptprdb,control,expt1,206.4345,mean_droplet_area
ptprdb,control,expt1,727.9713191,mean_droplet_area
ptprdb,control,expt1,569.54912,mean_droplet_area
ptprdb,control,expt2,1745.290025,mean_droplet_area
ptprdb,control,expt2,521.3540698,mean_droplet_area
ptprdb,control,expt2,212.3696143,mean_droplet_area
ptprdb,control,expt2,2177.220449,mean_droplet_area
ptprdb,control,expt2,2711.631753,mean_droplet_area
ptprdb,control,expt2,2777.453053,mean_droplet_area
ptprdb,control,expt2,3122.723889,mean_droplet_area
ptprdb,control,expt2,3771.788641,mean_droplet_area
ptprdb,control,expt2,1204.146871,mean_droplet_area
ptprdb,control,expt2,5305.417468,mean_droplet_area
ptprdb,control,expt2,915.944,mean_droplet_area
ptprdb,control,expt2,88.033,mean_droplet_area
ptprdb,control,expt2,67.54938095,mean_droplet_area
ptprdb,control,expt2,234.0878571,mean_droplet_area
ptprdb,control,expt2,254.5241667,mean_droplet_area
ptprdb,control,expt2,1169.413926,mean_droplet_area
ptprdb,control,expt2,2887.823709,mean_droplet_area
ptprdb,mutant,expt1,180.2805,mean_droplet_area
ptprdb,mutant,expt1,3503.204948,mean_droplet_area
ptprdb,mutant,expt1,2247.449253,mean_droplet_area
ptprdb,mutant,expt1,3446.773452,mean_droplet_area
ptprdb,mutant,expt1,4423.184511,mean_droplet_area
ptprdb,mutant,expt1,1186.374976,mean_droplet_area
ptprdb,mutant,expt1,888.3965588,mean_droplet_area
ptprdb,mutant,expt1,439.9945,mean_droplet_area
ptprdb,mutant,expt1,247.1676923,mean_droplet_area
ptprdb,mutant,expt1,2045.084856,mean_droplet_area
ptprdb,mutant,expt1,1285.109594,mean_droplet_area
ptprdb,mutant,expt1,2221.883609,mean_droplet_area
ptprdb,mutant,expt1,3344.655306,mean_droplet_area
ptprdb,mutant,expt2,2082.127507,mean_droplet_area
ptprdb,mutant,expt2,2379.205984,mean_droplet_area
ptprdb,mutant,expt2,1792.332965,mean_droplet_area
ptprdb,mutant,expt2,19.30433333,mean_droplet_area
ptprdb,mutant,expt2,4060.592934,mean_droplet_area
ptprdb,mutant,expt2,4300.832933,mean_droplet_area
ptprdb,mutant,expt2,6197.648375,mean_droplet_area
ptprdb,mutant,expt2,7497.487804,mean_droplet_area
ptprdb,mutant,expt2,1507.135,mean_droplet_area
ptprdb,mutant,expt2,2756.670651,mean_droplet_area
ptprdb,mutant,expt2,370.3796,mean_droplet_area
ptprga,control,expt1,697.6096667,mean_droplet_area
ptprga,control,expt1,731.1992,mean_droplet_area
ptprga,control,expt1,1435.263358,mean_droplet_area
ptprga,control,expt1,2310.934729,mean_droplet_area
ptprga,control,expt1,2619.285286,mean_droplet_area
ptprga,control,expt1,1966.099672,mean_droplet_area
ptprga,control,expt1,971.88075,mean_droplet_area
ptprga,control,expt1,2520.337292,mean_droplet_area
ptprga,control,expt1,2347.250414,mean_droplet_area
ptprga,control,expt1,2069.157413,mean_droplet_area
ptprga,control,expt1,412.6550833,mean_droplet_area
ptprga,control,expt1,4342.506077,mean_droplet_area
ptprga,control,expt1,547.1221667,mean_droplet_area
ptprga,control,expt1,709.7216667,mean_droplet_area
ptprga,control,expt1,523.3892353,mean_droplet_area
ptprga,control,expt1,206.4345,mean_droplet_area
ptprga,control,expt1,727.9713191,mean_droplet_area
ptprga,control,expt1,569.54912,mean_droplet_area
ptprga,control,expt2,1745.290025,mean_droplet_area
ptprga,control,expt2,521.3540698,mean_droplet_area
ptprga,control,expt2,212.3696143,mean_droplet_area
ptprga,control,expt2,2177.220449,mean_droplet_area
ptprga,control,expt2,2711.631753,mean_droplet_area
ptprga,control,expt2,2777.453053,mean_droplet_area
ptprga,control,expt2,3122.723889,mean_droplet_area
ptprga,control,expt2,3771.788641,mean_droplet_area
ptprga,control,expt2,1204.146871,mean_droplet_area
ptprga,control,expt2,5305.417468,mean_droplet_area
ptprga,control,expt2,915.944,mean_droplet_area
ptprga,control,expt2,88.033,mean_droplet_area
ptprga,control,expt2,67.54938095,mean_droplet_area
ptprga,control,expt2,234.0878571,mean_droplet_area
ptprga,control,expt2,254.5241667,mean_droplet_area
ptprga,control,expt2,1169.413926,mean_droplet_area
ptprga,control,expt2,2887.823709,mean_droplet_area
ptprga,mutant,expt1,2049.605389,mean_droplet_area
ptprga,mutant,expt1,1468.004452,mean_droplet_area
ptprga,mutant,expt1,1663.659055,mean_droplet_area
ptprga,mutant,expt1,3272.249333,mean_droplet_area
ptprga,mutant,expt1,5190.627168,mean_droplet_area
ptprga,mutant,expt1,3358.472081,mean_droplet_area
ptprga,mutant,expt1,2450.519148,mean_droplet_area
ptprga,mutant,expt1,1805.85533,mean_droplet_area
ptprga,mutant,expt1,2361.250128,mean_droplet_area
ptprga,mutant,expt1,1903.434635,mean_droplet_area
ptprga,mutant,expt1,122.3537692,mean_droplet_area
ptprga,mutant,expt1,1319.623667,mean_droplet_area
ptprga,mutant,expt1,491.9181333,mean_droplet_area
ptprga,mutant,expt1,808.60365,mean_droplet_area
ptprga,mutant,expt1,1634.095148,mean_droplet_area
ptprga,mutant,expt1,1000.949346,mean_droplet_area
ptprga,mutant,expt1,1014.623766,mean_droplet_area
ptprga,mutant,expt1,336.577625,mean_droplet_area
ptprga,mutant,expt2,72.70972727,mean_droplet_area
ptprga,mutant,expt2,187.4529333,mean_droplet_area
ptprga,mutant,expt2,965.114481,mean_droplet_area
ptprga,mutant,expt2,1145.745813,mean_droplet_area
ptprga,mutant,expt2,2468.192667,mean_droplet_area
ptprga,mutant,expt2,2403.696049,mean_droplet_area
ptprga,mutant,expt2,3165.408779,mean_droplet_area
ptprga,mutant,expt2,3806.503144,mean_droplet_area
ptprga,mutant,expt2,2800.753733,mean_droplet_area
ptprga,mutant,expt2,4428.008804,mean_droplet_area
ptprga,mutant,expt2,104.925,mean_droplet_area
ptprga,mutant,expt2,997.284625,mean_droplet_area
ptprga,mutant,expt2,161.7971818,mean_droplet_area
ptprga,mutant,expt2,244.374878,mean_droplet_area
ptprga,mutant,expt2,563.1582449,mean_droplet_area
ptprga,mutant,expt2,724.1629434,mean_droplet_area
ptprga,mutant,expt2,491.3346207,mean_droplet_area
runx1t1,control,expt1,1598.995253,mean_droplet_area
runx1t1,control,expt1,44.55891304,mean_droplet_area
runx1t1,control,expt1,1381.702613,mean_droplet_area
runx1t1,control,expt1,63.524,mean_droplet_area
runx1t1,control,expt1,2986.793029,mean_droplet_area
runx1t1,control,expt1,402.9513429,mean_droplet_area
runx1t1,control,expt1,2432.879927,mean_droplet_area
runx1t1,control,expt1,29.955,mean_droplet_area
runx1t1,control,expt1,613.084,mean_droplet_area
runx1t1,control,expt1,13.31333333,mean_droplet_area
runx1t1,control,expt1,1034.642321,mean_droplet_area
runx1t1,control,expt1,1287.611,mean_droplet_area
runx1t1,control,expt1,479.6648182,mean_droplet_area
runx1t1,control,expt1,490.3213056,mean_droplet_area
runx1t1,mutant,expt1,1263.5375,mean_droplet_area
runx1t1,mutant,expt1,2510.863373,mean_droplet_area
runx1t1,mutant,expt1,1523.777536,mean_droplet_area
runx1t1,mutant,expt1,2961.262799,mean_droplet_area
runx1t1,mutant,expt1,140.4572632,mean_droplet_area
runx1t1,mutant,expt1,197.459,mean_droplet_area
runx1t1,mutant,expt1,811.1456842,mean_droplet_area
runx1t1,mutant,expt1,2649.522941,mean_droplet_area
runx1t1,mutant,expt1,1572.829904,mean_droplet_area
runx1t1,mutant,expt1,2361.234787,mean_droplet_area
runx1t1,mutant,expt2,580.015625,mean_droplet_area
runx1t1,mutant,expt2,152.8,mean_droplet_area
runx1t1,mutant,expt2,682.7520661,mean_droplet_area
runx1t1,mutant,expt2,2457.432,mean_droplet_area
runx1t1,mutant,expt2,1841.447368,mean_droplet_area
runx1t1,mutant,expt2,175.6666667,mean_droplet_area
runx1t1,mutant,expt2,237.8510638,mean_droplet_area
runx1t1,mutant,expt2,120.6,mean_droplet_area
runx1t1,mutant,expt2,774.3529412,mean_droplet_area
runx1t1,mutant,expt2,421.962963,mean_droplet_area
runx1t1,mutant,expt2,337.0,mean_droplet_area
runx1t1,mutant,expt2,1126.2875,mean_droplet_area
runx1t1,control,expt2,215.6136364,mean_droplet_area
runx1t1,control,expt2,1045.971831,mean_droplet_area
runx1t1,control,expt2,526.9,mean_droplet_area
runx1t1,control,expt2,1496.25,mean_droplet_area
runx1t1,control,expt2,1409.833333,mean_droplet_area
runx1t1,control,expt2,1052.777778,mean_droplet_area
runx1t1,control,expt2,1765.074627,mean_droplet_area
runx1t1,control,expt2,1389.635593,mean_droplet_area
runx1t1,control,expt2,1341.155405,mean_droplet_area
runx1t1,control,expt2,398.56,mean_droplet_area
runx1t1,control,expt2,58.22222222,mean_droplet_area
runx1t1,control,expt2,16.0,mean_droplet_area
runx1t1,control,expt2,234.640625,mean_droplet_area
runx1t1,control,expt2,139.28125,mean_droplet_area
runx1t1,control,expt2,89.25,mean_droplet_area
sdk1a,control,expt1,1598.995253,mean_droplet_area
sdk1a,control,expt1,44.55891304,mean_droplet_area
sdk1a,control,expt1,1381.702613,mean_droplet_area
sdk1a,control,expt1,63.524,mean_droplet_area
sdk1a,control,expt1,2986.793029,mean_droplet_area
sdk1a,control,expt1,402.9513429,mean_droplet_area
sdk1a,control,expt1,2432.879927,mean_droplet_area
sdk1a,control,expt1,29.955,mean_droplet_area
sdk1a,control,expt1,613.084,mean_droplet_area
sdk1a,control,expt1,13.31333333,mean_droplet_area
sdk1a,control,expt1,1034.642321,mean_droplet_area
sdk1a,control,expt1,1287.611,mean_droplet_area
sdk1a,control,expt1,479.6648182,mean_droplet_area
sdk1a,control,expt1,490.3213056,mean_droplet_area
sdk1a,mutant,expt1,771.759587,mean_droplet_area
sdk1a,mutant,expt1,1194.575681,mean_droplet_area
sdk1a,mutant,expt1,2611.080933,mean_droplet_area
sdk1a,mutant,expt1,2567.258765,mean_droplet_area
sdk1a,mutant,expt1,2585.131031,mean_droplet_area
sdk1a,mutant,expt1,96.156,mean_droplet_area
sdk1a,mutant,expt1,1387.401315,mean_droplet_area
sdk1a,mutant,expt1,2299.6735,mean_droplet_area
sdk1a,mutant,expt1,2446.878416,mean_droplet_area
sdk1a,mutant,expt1,1079.416059,mean_droplet_area
sdk1a,mutant,expt1,1358.16522,mean_droplet_area
sdk1a,mutant,expt1,2079.814582,mean_droplet_area
sdk1a,mutant,expt2,138.7647059,mean_droplet_area
sdk1a,mutant,expt2,853.8888889,mean_droplet_area
sdk1a,mutant,expt2,1275.247788,mean_droplet_area
sdk1a,mutant,expt2,966.5987654,mean_droplet_area
sdk1a,mutant,expt2,1399.135135,mean_droplet_area
sdk1a,mutant,expt2,578.2,mean_droplet_area
sdk1a,mutant,expt2,165.2058824,mean_droplet_area
sdk1a,mutant,expt2,878.6923077,mean_droplet_area
sdk1a,mutant,expt2,680.078125,mean_droplet_area
sdk1a,mutant,expt2,727.6547619,mean_droplet_area
sdk1a,mutant,expt2,1828.412903,mean_droplet_area
sdk1a,mutant,expt2,1030.890756,mean_droplet_area
sdk1a,mutant,expt2,1233.009174,mean_droplet_area
sdk1a,control,expt2,215.6136364,mean_droplet_area
sdk1a,control,expt2,1045.971831,mean_droplet_area
sdk1a,control,expt2,526.9,mean_droplet_area
sdk1a,control,expt2,1496.25,mean_droplet_area
sdk1a,control,expt2,1409.833333,mean_droplet_area
sdk1a,control,expt2,1052.777778,mean_droplet_area
sdk1a,control,expt2,1765.074627,mean_droplet_area
sdk1a,control,expt2,1389.635593,mean_droplet_area
sdk1a,control,expt2,1341.155405,mean_droplet_area
sdk1a,control,expt2,398.56,mean_droplet_area
sdk1a,control,expt2,58.22222222,mean_droplet_area
sdk1a,control,expt2,16.0,mean_droplet_area
sdk1a,control,expt2,234.640625,mean_droplet_area
sdk1a,control,expt2,139.28125,mean_droplet_area
sdk1a,control,expt2,89.25,mean_droplet_area
sparc,control,expt1,766.9546667,mean_droplet_area
sparc,control,expt1,985.9119583,mean_droplet_area
sparc,control,expt1,1718.013589,mean_droplet_area
sparc,control,expt1,750.7350286,mean_droplet_area
sparc,control,expt1,970.3863878,mean_droplet_area
sparc,control,expt1,1321.336595,mean_droplet_area
sparc,control,expt1,1621.720833,mean_droplet_area
sparc,control,expt1,1079.719333,mean_droplet_area
sparc,control,expt1,1065.408,mean_droplet_area
sparc,control,expt1,85.872,mean_droplet_area
sparc,control,expt1,982.0166462,mean_droplet_area
sparc,control,expt2,1260.856629,mean_droplet_area
sparc,control,expt2,94.33502857,mean_droplet_area
sparc,control,expt2,59.29584615,mean_droplet_area
sparc,control,expt2,1446.937433,mean_droplet_area
sparc,control,expt2,1509.424,mean_droplet_area
sparc,control,expt2,1608.307378,mean_droplet_area
sparc,control,expt2,1577.22962,mean_droplet_area
sparc,control,expt2,1503.237145,mean_droplet_area
sparc,control,expt2,1282.630682,mean_droplet_area
sparc,control,expt2,54.585,mean_droplet_area
sparc,control,expt2,59.91,mean_droplet_area
sparc,control,expt2,267.6,mean_droplet_area
sparc,control,expt2,175.046,mean_droplet_area
sparc,mutant,expt1,1490.358289,mean_droplet_area
sparc,mutant,expt1,816.7125217,mean_droplet_area
sparc,mutant,expt1,1181.359223,mean_droplet_area
sparc,mutant,expt1,1129.8,mean_droplet_area
sparc,mutant,expt1,1565.544615,mean_droplet_area
sparc,mutant,expt1,87.487,mean_droplet_area
sparc,mutant,expt1,934.5198816,mean_droplet_area
sparc,mutant,expt1,713.0189,mean_droplet_area
sparc,mutant,expt1,1964.707457,mean_droplet_area
sparc,mutant,expt1,665.399925,mean_droplet_area
sparc,mutant,expt2,38.0145,mean_droplet_area
sparc,mutant,expt2,344.0737778,mean_droplet_area
sparc,mutant,expt2,2560.705188,mean_droplet_area
sparc,mutant,expt2,882.4330678,mean_droplet_area
sparc,mutant,expt2,1016.678167,mean_droplet_area
sparc,mutant,expt2,1351.812905,mean_droplet_area
sparc,mutant,expt2,1907.698651,mean_droplet_area
sparc,mutant,expt2,88.37225,mean_droplet_area
sparc,mutant,expt2,51.5366,mean_droplet_area
sparc,mutant,expt2,563.0021163,mean_droplet_area
sparc,mutant,expt2,83.36483333,mean_droplet_area
sparc,mutant,expt2,570.2896038,mean_droplet_area
sparc,mutant,expt2,832.313,mean_droplet_area
srpx,control,expt1,4459.861182,mean_droplet_area
srpx,control,expt1,2270.682179,mean_droplet_area
srpx,control,expt1,4126.377992,mean_droplet_area
srpx,control,expt1,3506.817528,mean_droplet_area
srpx,control,expt1,5710.636209,mean_droplet_area
srpx,control,expt1,96.8555,mean_droplet_area
srpx,control,expt1,1307.553902,mean_droplet_area
srpx,control,expt1,1056.598556,mean_droplet_area
srpx,control,expt1,756.9556957,mean_droplet_area
srpx,control,expt1,1583.290686,mean_droplet_area
srpx,control,expt1,1685.917686,mean_droplet_area
srpx,control,expt1,719.7792353,mean_droplet_area
srpx,control,expt1,1812.14074,mean_droplet_area
srpx,control,expt2,2679.134238,mean_droplet_area
srpx,control,expt2,5726.158746,mean_droplet_area
srpx,control,expt2,583.45,mean_droplet_area
srpx,control,expt2,625.0968409,mean_droplet_area
srpx,control,expt2,333.6687,mean_droplet_area
srpx,control,expt2,1596.591423,mean_droplet_area
srpx,control,expt2,2398.833076,mean_droplet_area
srpx,control,expt2,4014.758815,mean_droplet_area
srpx,control,expt2,3935.570158,mean_droplet_area
srpx,control,expt2,3889.907599,mean_droplet_area
srpx,mutant,expt1,2884.523487,mean_droplet_area
srpx,mutant,expt1,2977.451768,mean_droplet_area
srpx,mutant,expt1,1933.573245,mean_droplet_area
srpx,mutant,expt1,315.1363333,mean_droplet_area
srpx,mutant,expt1,392.9232258,mean_droplet_area
srpx,mutant,expt1,145.601,mean_droplet_area
srpx,mutant,expt1,1410.881391,mean_droplet_area
srpx,mutant,expt1,2322.238566,mean_droplet_area
srpx,mutant,expt1,4042.746964,mean_droplet_area
srpx,mutant,expt1,3096.346235,mean_droplet_area
srpx,mutant,expt1,3403.110168,mean_droplet_area
srpx,mutant,expt2,682.9852857,mean_droplet_area
srpx,mutant,expt2,1381.232421,mean_droplet_area
srpx,mutant,expt2,2475.744172,mean_droplet_area
srpx,mutant,expt2,3205.340286,mean_droplet_area
srpx,mutant,expt2,2603.170316,mean_droplet_area
srpx,mutant,expt2,3389.404575,mean_droplet_area
srpx,mutant,expt2,3777.926,mean_droplet_area
srpx,mutant,expt2,3826.345493,mean_droplet_area
srpx,mutant,expt2,3836.291158,mean_droplet_area
tbx15,control,expt1,766.9546667,mean_droplet_area
tbx15,control,expt1,985.9119583,mean_droplet_area
tbx15,control,expt1,1718.013589,mean_droplet_area
tbx15,control,expt1,750.7350286,mean_droplet_area
tbx15,control,expt1,970.3863878,mean_droplet_area
tbx15,control,expt1,1321.336595,mean_droplet_area
tbx15,control,expt1,1621.720833,mean_droplet_area
tbx15,control,expt1,1079.719333,mean_droplet_area
tbx15,control,expt1,1065.408,mean_droplet_area
tbx15,control,expt1,85.872,mean_droplet_area
tbx15,control,expt1,982.0166462,mean_droplet_area
tbx15,control,expt2,1260.856629,mean_droplet_area
tbx15,control,expt2,94.33502857,mean_droplet_area
tbx15,control,expt2,59.29584615,mean_droplet_area
tbx15,control,expt2,1446.937433,mean_droplet_area
tbx15,control,expt2,1509.424,mean_droplet_area
tbx15,control,expt2,1608.307378,mean_droplet_area
tbx15,control,expt2,1577.22962,mean_droplet_area
tbx15,control,expt2,1503.237145,mean_droplet_area
tbx15,control,expt2,1282.630682,mean_droplet_area
tbx15,control,expt2,54.585,mean_droplet_area
tbx15,control,expt2,59.91,mean_droplet_area
tbx15,control,expt2,267.6,mean_droplet_area
tbx15,control,expt2,175.046,mean_droplet_area
tbx15,control,expt3,3189.415129,mean_droplet_area
tbx15,control,expt3,2403.993817,mean_droplet_area
tbx15,control,expt3,4474.557768,mean_droplet_area
tbx15,control,expt3,3737.183709,mean_droplet_area
tbx15,control,expt3,3820.463192,mean_droplet_area
tbx15,control,expt3,29.50933333,mean_droplet_area
tbx15,control,expt3,453.4789231,mean_droplet_area
tbx15,control,expt3,1252.782148,mean_droplet_area
tbx15,control,expt3,2606.738624,mean_droplet_area
tbx15,control,expt3,809.5755714,mean_droplet_area
tbx15,control,expt3,1247.363925,mean_droplet_area
tbx15,control,expt3,2440.329537,mean_droplet_area
tbx15,control,expt3,1304.840046,mean_droplet_area
tbx15,mutant,expt1,1573.01,mean_droplet_area
tbx15,mutant,expt1,2487.184089,mean_droplet_area
tbx15,mutant,expt1,3721.552785,mean_droplet_area
tbx15,mutant,expt1,456.2790588,mean_droplet_area
tbx15,mutant,expt1,1119.543083,mean_droplet_area
tbx15,mutant,expt1,2291.926736,mean_droplet_area
tbx15,mutant,expt1,2674.647625,mean_droplet_area
tbx15,mutant,expt1,1637.923611,mean_droplet_area
tbx15,mutant,expt1,1450.0,mean_droplet_area
tbx15,mutant,expt2,157.4148462,mean_droplet_area
tbx15,mutant,expt2,680.510125,mean_droplet_area
tbx15,mutant,expt2,1569.956907,mean_droplet_area
tbx15,mutant,expt2,1148.72858,mean_droplet_area
tbx15,mutant,expt2,1174.479442,mean_droplet_area
tbx15,mutant,expt2,1161.102767,mean_droplet_area
tbx15,mutant,expt2,1175.92431,mean_droplet_area
tbx15,mutant,expt2,1906.390244,mean_droplet_area
tbx15,mutant,expt3,208.6154444,mean_droplet_area
tbx15,mutant,expt3,3207.031966,mean_droplet_area
tbx15,mutant,expt3,4600.646261,mean_droplet_area
tbx15,mutant,expt3,3027.227056,mean_droplet_area
tbx15,mutant,expt3,2846.776018,mean_droplet_area
tbx15,mutant,expt3,5370.264882,mean_droplet_area
tbx15,mutant,expt3,5645.064972,mean_droplet_area
tbx15,mutant,expt3,7027.725625,mean_droplet_area
tbx15,mutant,expt3,9455.734215,mean_droplet_area
tmem115,control,expt1,2025.030464,mean_droplet_area
tmem115,control,expt1,2413.0,mean_droplet_area
tmem115,control,expt1,2806.181818,mean_droplet_area
tmem115,control,expt1,1670.972238,mean_droplet_area
tmem115,control,expt1,2122.457831,mean_droplet_area
tmem115,control,expt1,5049.376323,mean_droplet_area
tmem115,control,expt1,2422.406836,mean_droplet_area
tmem115,control,expt1,1110.080702,mean_droplet_area
tmem115,control,expt1,1571.941696,mean_droplet_area
tmem115,control,expt1,1083.518976,mean_droplet_area
tmem115,control,expt1,1516.792593,mean_droplet_area
tmem115,control,expt1,2846.137028,mean_droplet_area
tmem115,control,expt1,234.3733333,mean_droplet_area
tmem115,control,expt1,600.915,mean_droplet_area
tmem115,control,expt2,1061.592593,mean_droplet_area
tmem115,control,expt2,13.0,mean_droplet_area
tmem115,control,expt2,495.8625,mean_droplet_area
tmem115,control,expt2,39.0,mean_droplet_area
tmem115,control,expt2,775.3214286,mean_droplet_area
tmem115,control,expt2,1448.315789,mean_droplet_area
tmem115,control,expt2,1919.671937,mean_droplet_area
tmem115,control,expt2,1030.493506,mean_droplet_area
tmem115,control,expt2,1471.372671,mean_droplet_area
tmem115,control,expt2,1698.356877,mean_droplet_area
tmem115,control,expt2,1465.126582,mean_droplet_area
tmem115,control,expt2,1468.189744,mean_droplet_area
tmem115,control,expt2,1666.789474,mean_droplet_area
tmem115,mutant,expt1,958.7060526,mean_droplet_area
tmem115,mutant,expt1,679.2238095,mean_droplet_area
tmem115,mutant,expt1,1033.201681,mean_droplet_area
tmem115,mutant,expt1,2309.010574,mean_droplet_area
tmem115,mutant,expt1,1798.157088,mean_droplet_area
tmem115,mutant,expt1,980.1158537,mean_droplet_area
tmem115,mutant,expt1,1836.356522,mean_droplet_area
tmem115,mutant,expt1,1821.323144,mean_droplet_area
tmem115,mutant,expt1,1137.450677,mean_droplet_area
tmem115,mutant,expt1,540.519,mean_droplet_area
tmem115,mutant,expt1,1057.278451,mean_droplet_area
tmem115,mutant,expt1,757.2026806,mean_droplet_area
tmem115,mutant,expt1,1029.555012,mean_droplet_area
tmem115,mutant,expt1,3295.394441,mean_droplet_area
tmem115,mutant,expt1,1261.023392,mean_droplet_area
tmem115,mutant,expt2,1909.185629,mean_droplet_area
tmem115,mutant,expt2,355.7777778,mean_droplet_area
tmem115,mutant,expt2,1327.10596,mean_droplet_area
tmem115,mutant,expt2,661.4047619,mean_droplet_area
tmem115,mutant,expt2,1028.142857,mean_droplet_area
tmem115,mutant,expt2,898.3304348,mean_droplet_area
tmem115,mutant,expt2,1958.10303,mean_droplet_area
tmem115,mutant,expt2,2632.513228,mean_droplet_area
tmem115,mutant,expt2,2075.825784,mean_droplet_area
tmem115,mutant,expt2,2130.005556,mean_droplet_area
tmem115,mutant,expt2,1790.142045,mean_droplet_area
tmem115,mutant,expt2,1462.017341,mean_droplet_area
tmem115,mutant,expt2,1116.857143,mean_droplet_area
tmem115,mutant,expt2,614.7435897,mean_droplet_area
txnipa,control,expt1,1323.32374,mean_droplet_area
txnipa,control,expt1,1409.005607,mean_droplet_area
txnipa,control,expt1,2136.43415,mean_droplet_area
txnipa,control,expt1,3824.973724,mean_droplet_area
txnipa,control,expt1,1788.178955,mean_droplet_area
txnipa,control,expt1,3144.162772,mean_droplet_area
txnipa,control,expt1,2552.11841,mean_droplet_area
txnipa,control,expt1,3196.60784,mean_droplet_area
txnipa,control,expt1,186.1566667,mean_droplet_area
txnipa,control,expt1,254.3617647,mean_droplet_area
txnipa,control,expt1,41.885,mean_droplet_area
txnipa,control,expt1,534.0749231,mean_droplet_area
txnipa,control,expt1,1772.378888,mean_droplet_area
txnipa,control,expt1,796.1452791,mean_droplet_area
txnipa,control,expt1,1374.199,mean_droplet_area
txnipa,control,expt1,1169.172032,mean_droplet_area
txnipa,control,expt2,1119.846154,mean_droplet_area
txnipa,control,expt2,576.4637681,mean_droplet_area
txnipa,control,expt2,1056.885417,mean_droplet_area
txnipa,control,expt2,1189.044586,mean_droplet_area
txnipa,control,expt2,584.7857143,mean_droplet_area
txnipa,control,expt2,1520.495575,mean_droplet_area
txnipa,control,expt2,1324.412844,mean_droplet_area
txnipa,control,expt2,865.1793478,mean_droplet_area
txnipa,control,expt2,752.8095238,mean_droplet_area
txnipa,control,expt2,1410.908497,mean_droplet_area
txnipa,control,expt2,85.0,mean_droplet_area
txnipa,control,expt2,134.8571429,mean_droplet_area
txnipa,control,expt2,623.4615385,mean_droplet_area
txnipa,control,expt2,140.25,mean_droplet_area
txnipa,control,expt2,386.92,mean_droplet_area
txnipa,control,expt2,362.0,mean_droplet_area
txnipa,control,expt2,588.245283,mean_droplet_area
txnipa,control,expt2,629.3333333,mean_droplet_area
txnipa,control,expt3,5866.240175,mean_droplet_area
txnipa,control,expt3,4825.988076,mean_droplet_area
txnipa,control,expt3,3834.82876,mean_droplet_area
txnipa,control,expt3,259.6975,mean_droplet_area
txnipa,control,expt3,1728.154824,mean_droplet_area
txnipa,control,expt3,3392.467532,mean_droplet_area
txnipa,control,expt3,2439.337011,mean_droplet_area
txnipa,control,expt3,1760.62413,mean_droplet_area
txnipa,control,expt3,3379.2904,mean_droplet_area
